Orig Sort,industry_id_new,industry,industry_en,id_field,field_sort_key,field_name_de,field_name_en,sub_topic_sort,sub_topic_name_de,sub_topic_name_en,criteria_name_de,criteria_name_en,criteria_type_de,criteria_type_en,version,exclude_ghg,import_handler_ghg_exclusion,Ind_Cr_Id,,,industry_en,criteria_name_en
708,17,Gesundheitsversorgung,health_care,17_1,1,Gesellschaft,Society,12,Endkunden,End customers,Datenschutz,Data protection,Maßnahmen/Lösungen,Action/Solution,5,,4,17_4,,,health_care,Data protection
709,17,Gesundheitsversorgung,health_care,17_2,2,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,5,17_5,,,health_care,Working conditions
711,17,Gesundheitsversorgung,health_care,17_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,17_6,,,health_care,Climate neutral operation
710,17,Gesundheitsversorgung,health_care,17_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,17_7,,,health_care,Carbon Footprint
713,18,Krankenversicherungen,health_insurance,18_1,1,Gesellschaft,Society,12,Endkunden,End customers,Gesundheit,Health,Maßnahmen/Lösungen,Action/Solution,5,,1,18_1,,,health_insurance,Health
714,18,Krankenversicherungen,health_insurance,18_1,1,Gesellschaft,Society,12,Endkunden,End customers,Bezahlbarkeit,Affordability,Maßnahmen/Lösungen,Action/Solution,5,,2,18_2,,,health_insurance,Affordability
715,18,Krankenversicherungen,health_insurance,18_1,1,Gesellschaft,Society,12,Endkunden,End customers,Verbraucherschutz,Consumer protection,Maßnahmen/Lösungen,Action/Solution,5,,3,18_3,,,health_insurance,Consumer protection
716,18,Krankenversicherungen,health_insurance,18_1,1,Gesellschaft,Society,12,Endkunden,End customers,Datenschutz,Data protection,Maßnahmen/Lösungen,Action/Solution,5,,4,18_4,,,health_insurance,Data protection
717,18,Krankenversicherungen,health_insurance,18_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Sustainable Finance,Sustainable finance,Maßnahmen/Lösungen,Action/Solution,5,,5,18_5,,,health_insurance,Sustainable finance
718,18,Krankenversicherungen,health_insurance,18_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,18_6,,,health_insurance,Carbon Footprint
719,18,Krankenversicherungen,health_insurance,18_3,3,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,7,18_7,,,health_insurance,Paper and digital
721,19,Pflege und soziale Dienste,care,19_1,1,Gesellschaft,Society,12,Endkunden,End customers,Gesundheit,Health,Maßnahmen/Lösungen,Action/Solution,5,,1,19_1,,,care,Health
722,19,Pflege und soziale Dienste,care,19_1,1,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,2,19_2,,,care,Social impact
723,19,Pflege und soziale Dienste,care,19_1,1,Gesellschaft,Society,12,Endkunden,End customers,Zusammenhalt,Social cohesion,Maßnahmen/Lösungen,Action/Solution,5,,3,19_3,,,care,Social cohesion
724,19,Pflege und soziale Dienste,care,19_1,1,Gesellschaft,Society,11,Gemeinschaften,Communities,Regionale Wirkung,Regional impact,Maßnahmen/Lösungen,Action/Solution,5,,4,19_4,,,care,Regional impact
725,19,Pflege und soziale Dienste,care,19_2,2,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,5,19_5,,,care,Working conditions
727,19,Pflege und soziale Dienste,care,19_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,19_6,,,care,Climate neutral operation
726,19,Pflege und soziale Dienste,care,19_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,19_7,,,care,Carbon Footprint
793,20,Persönliche Dienstleistungen,personal_services,20_1,1,Gesellschaft,Society,12,Endkunden,End customers,Gesundheit,Health,Maßnahmen/Lösungen,Action/Solution,5,,1,20_1,,,personal_services,Health
794,20,Persönliche Dienstleistungen,personal_services,20_1,1,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,2,20_2,,,personal_services,Social impact
795,20,Persönliche Dienstleistungen,personal_services,20_1,1,Gesellschaft,Society,12,Endkunden,End customers,Verbraucherschutz,Consumer protection,Maßnahmen/Lösungen,Action/Solution,5,,3,20_3,,,personal_services,Consumer protection
796,20,Persönliche Dienstleistungen,personal_services,20_1,1,Gesellschaft,Society,12,Endkunden,End customers,Datenschutz,Data protection,Maßnahmen/Lösungen,Action/Solution,5,,4,20_4,,,personal_services,Data protection
797,20,Persönliche Dienstleistungen,personal_services,20_2,2,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,5,20_5,,,personal_services,Working conditions
799,20,Persönliche Dienstleistungen,personal_services,20_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,20_6,,,personal_services,Climate neutral operation
798,20,Persönliche Dienstleistungen,personal_services,20_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,20_7,,,personal_services,Carbon Footprint
649,21,Forschung und Entwicklung,research,21_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimalösungen und -Beratung,Climate solutions and consulting,Maßnahmen/Lösungen,Action/Solution,5,,1,21_1,,,research,Climate solutions and consulting
650,21,Forschung und Entwicklung,research,21_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimakommunikation,Climate communication,Maßnahmen/Lösungen,Action/Solution,5,,2,21_2,,,research,Climate communication
651,21,Forschung und Entwicklung,research,21_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,3,21_3,,,research,Climate neutral operation
652,21,Forschung und Entwicklung,research,21_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,21_4,,,research,Carbon Footprint
653,21,Forschung und Entwicklung,research,21_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimarisiken,Climate risks,Maßnahmen/Lösungen,Action/Solution,5,,5,21_5,,,research,Climate risks
654,21,Forschung und Entwicklung,research,21_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,21_6,,,research,Circular solutions
655,21,Forschung und Entwicklung,research,21_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Chancengerechtigkeit,Equal Opportunity,Maßnahmen/Lösungen,Action/Solution,5,,7,21_7,,,research,Equal Opportunity
689,22,Schulen und Hochschulen,schooling,22_1,1,Gesellschaft,Society,12,Endkunden,End customers,Bildung,Education,Maßnahmen/Lösungen,Action/Solution,5,,1,22_1,,,schooling,Education
690,22,Schulen und Hochschulen,schooling,22_1,1,Gesellschaft,Society,12,Endkunden,End customers,Gesundheit,Health,Maßnahmen/Lösungen,Action/Solution,5,,2,22_2,,,schooling,Health
691,22,Schulen und Hochschulen,schooling,22_1,1,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,3,22_3,,,schooling,Social impact
692,22,Schulen und Hochschulen,schooling,22_1,1,Gesellschaft,Society,12,Endkunden,End customers,Zusammenhalt,Social cohesion,Maßnahmen/Lösungen,Action/Solution,5,,4,22_4,,,schooling,Social cohesion
693,22,Schulen und Hochschulen,schooling,22_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,22_5,,,schooling,Climate neutral operation
694,22,Schulen und Hochschulen,schooling,22_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,22_6,,,schooling,Carbon Footprint
695,22,Schulen und Hochschulen,schooling,22_3,3,Natur,Nature,8,Biodiversität,Biodiversity,Nachhaltige Lebensmittel,Sustainable food,Maßnahmen/Lösungen,Action/Solution,5,,7,22_7,,,schooling,Sustainable food
697,23,Aus- und Weiterbildung,training,23_1,1,Gesellschaft,Society,12,Endkunden,End customers,Bildung,Education,Maßnahmen/Lösungen,Action/Solution,5,,1,23_1,,,training,Education
698,23,Aus- und Weiterbildung,training,23_1,1,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,2,23_2,,,training,Social impact
699,23,Aus- und Weiterbildung,training,23_1,1,Gesellschaft,Society,12,Endkunden,End customers,Zusammenhalt,Social cohesion,Maßnahmen/Lösungen,Action/Solution,5,,3,23_3,,,training,Social cohesion
700,23,Aus- und Weiterbildung,training,23_1,1,Gesellschaft,Society,11,Gemeinschaften,Communities,Regionale Wirkung,Regional impact,Maßnahmen/Lösungen,Action/Solution,5,,4,23_4,,,training,Regional impact
701,23,Aus- und Weiterbildung,training,23_2,2,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,5,23_5,,,training,Working conditions
703,23,Aus- und Weiterbildung,training,23_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,23_6,,,training,Climate neutral operation
702,23,Aus- und Weiterbildung,training,23_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,23_7,,,training,Carbon Footprint
273,24,Sanitärtechnik,sanitation,24_1,1,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,1,24_1,,,sanitation,Water conservation
274,24,Sanitärtechnik,sanitation,24_1,1,Ressourcen,Resources,6,Wasser,Water,Wasserkreisläufe,Water cycles,Maßnahmen/Lösungen,Action/Solution,5,,2,24_2,,,sanitation,Water cycles
275,24,Sanitärtechnik,sanitation,24_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,3,24_3,,,sanitation,Materials
276,24,Sanitärtechnik,sanitation,24_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,4,24_4,,,sanitation,Resource efficiency
277,24,Sanitärtechnik,sanitation,24_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,5,24_5,,,sanitation,Energy efficiency
278,24,Sanitärtechnik,sanitation,24_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,24_6,,,sanitation,Carbon Footprint
279,24,Sanitärtechnik,sanitation,24_3,3,Gesellschaft,Society,12,Endkunden,End customers,Gesundheit,Health,Maßnahmen/Lösungen,Action/Solution,5,,7,24_7,,,sanitation,Health
393,25,Wasserversorgung,water_supply,25_1,1,Ressourcen,Resources,6,Wasser,Water,Wasserkreisläufe,Water cycles,Maßnahmen/Lösungen,Action/Solution,5,,1,25_1,,,water_supply,Water cycles
394,25,Wasserversorgung,water_supply,25_1,1,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,2,25_2,,,water_supply,Water conservation
395,25,Wasserversorgung,water_supply,25_1,1,Ressourcen,Resources,6,Wasser,Water,Wasserspeicher,Water storage,Maßnahmen/Lösungen,Action/Solution,5,,3,25_3,,,water_supply,Water storage
396,25,Wasserversorgung,water_supply,25_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,4,25_4,,,water_supply,Reuse and recycling
397,25,Wasserversorgung,water_supply,25_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,25_5,,,water_supply,Climate neutral operation
398,25,Wasserversorgung,water_supply,25_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,25_6,,,water_supply,Carbon Footprint
399,25,Wasserversorgung,water_supply,25_3,3,Natur,Nature,7,Schadstoffe,Pollution,Schadstoffe Wasser,Pollution to Water,Maßnahmen/Lösungen,Action/Solution,5,,7,25_7,,,water_supply,Pollution to Water
281,26,Energieerzeugungstechnik,energy_generation,26_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,1,26_1,,,energy_generation,Renewable energies
282,26,Energieerzeugungstechnik,energy_generation,26_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,26_2,,,energy_generation,Energy efficiency
283,26,Energieerzeugungstechnik,energy_generation,26_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimafreundliche Produkte,Climate-friendly products,Maßnahmen/Lösungen,Action/Solution,5,,3,26_3,,,energy_generation,Climate-friendly products
284,26,Energieerzeugungstechnik,energy_generation,26_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,26_4,,,energy_generation,Climate neutral operation
285,26,Energieerzeugungstechnik,energy_generation,26_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,26_5,,,energy_generation,Carbon Footprint
286,26,Energieerzeugungstechnik,energy_generation,26_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,26_6,,,energy_generation,Circular solutions
287,26,Energieerzeugungstechnik,energy_generation,26_3,3,Natur,Nature,8,Biodiversität,Biodiversity,Ökosysteme,Ecosystems,Maßnahmen/Lösungen,Action/Solution,5,,7,26_7,,,energy_generation,Ecosystems
425,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energiespeicher,Energy storage,Maßnahmen/Lösungen,Action/Solution,5,,1,27_1,,,energy_manufacture,Energy storage
426,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,27_2,,,energy_manufacture,Renewable energies
427,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Smart Grid,Smart grid,Maßnahmen/Lösungen,Action/Solution,5,,3,27_3,,,energy_manufacture,Smart grid
428,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,4,27_4,,,energy_manufacture,Energy efficiency
429,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,27_5,,,energy_manufacture,Carbon Footprint
430,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,27_6,,,energy_manufacture,Circular solutions
431,27,Energiespeicher- und -übertragungstechnik,energy_manufacture,27_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,27_7,,,energy_manufacture,Human rights
369,28,Brennstoffindustrie,fuel,28_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,1,28_1,,,fuel,Renewable energies
370,28,Brennstoffindustrie,fuel,28_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,28_2,,,fuel,Energy efficiency
371,28,Brennstoffindustrie,fuel,28_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,3,28_3,,,fuel,Industrial processes
372,28,Brennstoffindustrie,fuel,28_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO?-Entfernung,CO2 removal,Maßnahmen/Lösungen,Action/Solution,5,,4,28_4,,,fuel,CO2 removal
373,28,Brennstoffindustrie,fuel,28_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,28_5,,,fuel,Carbon Footprint
374,28,Brennstoffindustrie,fuel,28_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,28_6,,,fuel,Circular solutions
375,28,Brennstoffindustrie,fuel,28_3,3,Natur,Nature,7,Schadstoffe,Pollution,Schadstoffe Luft,Pollution to Air,Maßnahmen/Lösungen,Action/Solution,5,,7,28_7,,,fuel,Pollution to Air
377,29,Energieerzeugung und -handel,energy_production,29_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,1,29_1,,,energy_production,Renewable energies
378,29,Energieerzeugung und -handel,energy_production,29_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,29_2,,,energy_production,Energy efficiency
379,29,Energieerzeugung und -handel,energy_production,29_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energiespeicher,Energy storage,Maßnahmen/Lösungen,Action/Solution,5,,3,29_3,,,energy_production,Energy storage
380,29,Energieerzeugung und -handel,energy_production,29_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Smart Grid,Smart grid,Maßnahmen/Lösungen,Action/Solution,5,,4,29_4,,,energy_production,Smart grid
381,29,Energieerzeugung und -handel,energy_production,29_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,29_5,,,energy_production,Carbon Footprint
382,29,Energieerzeugung und -handel,energy_production,29_2,2,Natur,Nature,8,Biodiversität,Biodiversity,Ökosysteme,Ecosystems,Maßnahmen/Lösungen,Action/Solution,5,,6,29_6,,,energy_production,Ecosystems
383,29,Energieerzeugung und -handel,energy_production,29_3,3,Gesellschaft,Society,11,Gemeinschaften,Communities,(Finanzielle) Beteiligung,(Financial) participation,Maßnahmen/Lösungen,Action/Solution,5,,7,29_7,,,energy_production,(Financial) participation
385,30,Energiespeicherung und -verteilung,energy_storage,30_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energiespeicher,Energy storage,Maßnahmen/Lösungen,Action/Solution,5,,1,30_1,,,energy_storage,Energy storage
386,30,Energiespeicherung und -verteilung,energy_storage,30_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Smart Grid,Smart grid,Maßnahmen/Lösungen,Action/Solution,5,,2,30_2,,,energy_storage,Smart grid
387,30,Energiespeicherung und -verteilung,energy_storage,30_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,30_3,,,energy_storage,Renewable energies
388,30,Energiespeicherung und -verteilung,energy_storage,30_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,4,30_4,,,energy_storage,Energy efficiency
389,30,Energiespeicherung und -verteilung,energy_storage,30_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,30_5,,,energy_storage,Carbon Footprint
390,30,Energiespeicherung und -verteilung,energy_storage,30_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,30_6,,,energy_storage,Circular solutions
391,30,Energiespeicherung und -verteilung,energy_storage,30_3,3,Gesellschaft,Society,11,Gemeinschaften,Communities,(Finanzielle) Beteiligung,(Financial) participation,Maßnahmen/Lösungen,Action/Solution,5,,7,30_7,,,energy_storage,(Financial) participation
17,31,Rohstoffindustrie,raw,31_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,1,31_1,,,raw,Materials
18,31,Rohstoffindustrie,raw,31_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,31_2,,,raw,Resource efficiency
19,31,Rohstoffindustrie,raw,31_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,31_3,,,raw,Reuse and recycling
20,31,Rohstoffindustrie,raw,31_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfall und Emissionen,Waste and emissions,Maßnahmen/Lösungen,Action/Solution,5,,4,31_4,,,raw,Waste and emissions
21,31,Rohstoffindustrie,raw,31_2,2,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,5,31_5,,,raw,Human rights
22,31,Rohstoffindustrie,raw,31_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,31_6,,,raw,Carbon Footprint
23,31,Rohstoffindustrie,raw,31_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,7,31_7,,,raw,Climate neutral operation
57,32,Verpackungen,packaging,32_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,32_1,,,packaging,Circular design
58,32,Verpackungen,packaging,32_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,2,32_2,,,packaging,Circular solutions
59,32,Verpackungen,packaging,32_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,3,32_3,,,packaging,Materials
60,32,Verpackungen,packaging,32_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,4,32_4,,,packaging,Reuse and recycling
61,32,Verpackungen,packaging,32_2,2,Natur,Nature,7,Schadstoffe,Pollution,Schadstoffe Wasser,Pollution to Water,Maßnahmen/Lösungen,Action/Solution,5,,5,32_5,,,packaging,Pollution to Water
62,32,Verpackungen,packaging,32_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,32_6,,,packaging,Carbon Footprint
63,32,Verpackungen,packaging,32_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,7,32_7,,,packaging,Climate neutral operation
401,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,1,33_1,,,recycling,Circular solutions
402,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfallvermeidung,Waste prevention,Maßnahmen/Lösungen,Action/Solution,5,,2,33_2,,,recycling,Waste prevention
403,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,33_3,,,recycling,Reuse and recycling
404,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfall und Emissionen,Waste and emissions,Maßnahmen/Lösungen,Action/Solution,5,,4,33_4,,,recycling,Waste and emissions
405,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,33_5,,,recycling,Climate neutral operation
406,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,33_6,,,recycling,Carbon Footprint
407,33,Entsorgungs- und Recyclingwirtschaft,recycling,33_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,7,33_7,,,recycling,Working conditions
785,34,Feinhandwerk und Reparatur,repair,34_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,1,34_1,,,repair,Circular solutions
786,34,Feinhandwerk und Reparatur,repair,34_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,2,34_2,,,repair,Reuse and recycling
787,34,Feinhandwerk und Reparatur,repair,34_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfallvermeidung,Waste prevention,Maßnahmen/Lösungen,Action/Solution,5,,3,34_3,,,repair,Waste prevention
788,34,Feinhandwerk und Reparatur,repair,34_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfall und Emissionen,Waste and emissions,Maßnahmen/Lösungen,Action/Solution,5,,4,34_4,,,repair,Waste and emissions
